EPOCH                                                 B_R                         B_T                         B_N
dd-mm-yyyy hh:mm:ss.mil.mic                            nT                          nT                          nT
08-09-2022 03:21:30.000.003.5                     10.8714                    -4.32878                    -9.28387
08-09-2022 03:22:30.000.000.0                     10.3016                    -5.84202                    -8.77113
08-09-2022 03:23:29.999.996.4                     10.7311                    -4.99517                    -8.60405
08-09-2022 03:24:30.000.002.9                     11.2350                   -0.438878                    -9.46246
08-09-2022 03:25:29.999.999.3                     11.1468                    -3.65658                    -8.57798
08-09-2022 03:26:29.999.995.7                     10.0561                    -3.95312                    -9.80983
08-09-2022 03:27:30.000.002.2                     9.94954                    -4.42178                    -9.82287
08-09-2022 03:28:29.999.998.6                     12.3815                   -0.297321                    -8.00795
08-09-2022 03:29:29.999.995.0                     10.6615                    -2.21739                    -9.24966
08-09-2022 03:30:30.000.001.5                     11.6715                    -1.62637                    -7.99373
08-09-2022 03:31:29.999.997.9                     11.8342                    -1.05592                    -8.13564
08-09-2022 03:32:30.000.004.4                     11.5173                    -2.25464                    -8.50379
08-09-2022 03:33:30.000.000.8                     13.4897                     1.56665                    -6.12497
08-09-2022 03:34:29.999.997.3                     13.4212                     2.64428                    -5.92994
08-09-2022 03:35:30.000.003.7                     13.3757                     3.02231                    -5.54574
08-09-2022 03:36:30.000.000.2                     11.3731                    -1.23030                    -8.92580
08-09-2022 03:37:29.999.996.6                     11.8562                    -2.56808                    -7.96946
08-09-2022 03:38:30.000.003.1                     12.0988                    -2.57734                    -7.30470
08-09-2022 03:39:29.999.999.5                     12.0766                    -2.22618                    -7.25309
08-09-2022 03:40:29.999.995.9                     12.4930                    -1.68021                    -6.93342
08-09-2022 03:41:30.000.002.4                     12.6940                    -1.23800                    -6.92261
08-09-2022 03:42:29.999.998.8                     13.1111                   -0.476242                    -6.62189
08-09-2022 03:43:29.999.995.3                     13.2625                   0.0420694                    -6.31702
08-09-2022 03:44:30.000.001.7                     13.3929                    0.464169                    -6.16360
08-09-2022 03:45:29.999.998.2                     13.5269                    0.340848                    -5.93122
08-09-2022 03:46:30.000.004.6                     13.5411                    0.388164                    -5.76419
08-09-2022 03:47:30.000.001.1                     13.9969                   -0.558479                    -4.22061
08-09-2022 03:48:29.999.997.5                     13.8120                    0.462940                    -4.52462
08-09-2022 03:49:30.000.004.0                     13.5631                   0.0458607                    -5.47826
08-09-2022 03:50:30.000.000.4                     13.5068                    0.248905                    -5.91718
08-09-2022 03:51:29.999.996.8                     13.7976                    0.640742                    -5.33334
08-09-2022 03:52:30.000.003.3                     13.5128                     1.39921                    -6.05253
08-09-2022 03:53:29.999.999.7                     13.3161                     1.24379                    -5.57760
08-09-2022 03:54:29.999.996.2                     13.4015                     1.62938                    -5.42258
08-09-2022 03:55:30.000.002.6                     13.0875                     1.74747                    -6.07080
08-09-2022 03:56:29.999.999.1                     13.6537                    0.948350                    -5.00111
08-09-2022 03:57:29.999.995.5                     13.3028                     1.75522                    -6.00780
08-09-2022 03:58:30.000.002.0                     13.0479                     2.27338                    -6.05660
08-09-2022 03:59:29.999.998.4                     13.2308                     2.68327                    -5.10795
08-09-2022 04:00:30.000.004.9                     12.6342                     2.23923                    -6.63065
08-09-2022 04:01:30.000.001.3                     12.7324                     2.59506                    -5.94467
08-09-2022 04:02:29.999.997.7                     12.6199                     2.51069                    -5.93693
08-09-2022 04:03:30.000.004.2                     13.1337                     3.25781                    -4.80611
08-09-2022 04:04:30.000.000.6                     14.4659                    0.997213                     1.04043
08-09-2022 04:05:29.999.997.0                     14.1156                     2.13219                    -1.77140
08-09-2022 04:06:30.000.003.5                     13.4849                     1.78301                    -3.64280
08-09-2022 04:07:30.000.000.0                     13.5157                     1.17051                    -3.61743
08-09-2022 04:08:29.999.996.4                     12.4350                     3.81365                    -5.29842
08-09-2022 04:09:30.000.002.9                     11.3565                     4.22171                    -6.05593
08-09-2022 04:10:29.999.999.3                     19.6628                     6.71045                    -5.49613
08-09-2022 04:11:29.999.995.7                     17.9790                     5.94910                    -6.90005
08-09-2022 04:12:30.000.002.2                     15.2454                     4.80283                    -11.1773
08-09-2022 04:13:29.999.998.6                     14.8047                   -0.761080                    -10.7805
08-09-2022 04:14:29.999.995.0                     12.6221                    -2.98127                    -11.2765
08-09-2022 04:15:30.000.001.5                     13.6336                    -3.18409                    -10.6092
08-09-2022 04:16:29.999.997.9                     13.6370                    -5.03861                    -10.9229
08-09-2022 04:17:30.000.004.4                     13.5966                    -5.55567                    -9.91416
08-09-2022 04:18:30.000.000.8                     12.8720                    -5.85766                    -9.48179
08-09-2022 04:19:29.999.997.3                     12.9356                    -5.90927                    -9.48723
08-09-2022 04:20:30.000.003.7                     13.2125                    -5.85298                    -9.43585
08-09-2022 04:21:30.000.000.2                     13.4490                    -6.53284                    -8.97946
08-09-2022 04:22:29.999.996.6                     13.3629                    -6.21105                    -9.62775
08-09-2022 04:23:30.000.003.1                     15.5417                    -4.18956                    -7.58439
08-09-2022 04:24:29.999.999.5                     12.3241                    -7.66900                    -8.84732
08-09-2022 04:25:29.999.995.9                     7.85047                    -11.6590                    -9.08416
08-09-2022 04:26:30.000.002.4                     7.83273                    -12.1574                    -10.1030
08-09-2022 04:27:29.999.998.8                     10.3112                    -8.88746                    -11.1523
08-09-2022 04:28:29.999.995.3                     11.4113                    -8.01538                    -10.1159
08-09-2022 04:29:30.000.001.7                     11.7001                    -9.40092                    -9.14036
08-09-2022 04:30:29.999.998.2                     11.8737                    -9.28910                    -8.58750
08-09-2022 04:31:30.000.004.6                     6.71891                    -13.7174                    -8.66529
08-09-2022 04:32:30.000.001.1                     9.98846                    -9.96587                    -9.90295
08-09-2022 04:33:29.999.997.5                     9.98751                    -9.61529                    -10.6811
08-09-2022 04:34:30.000.004.0                     11.8988                    -8.24726                    -10.3153
08-09-2022 04:35:30.000.000.4                     11.4938                    -9.48611                    -9.17835
08-09-2022 04:36:29.999.996.8                     11.2496                    -9.00384                    -8.12965
08-09-2022 04:37:30.000.003.3                     10.0045                    -10.6198                    -8.44861
08-09-2022 04:38:29.999.999.7                     11.6961                    -10.4819                    -7.67951
08-09-2022 04:39:29.999.996.2                     11.6635                    -11.3264                    -6.23829
08-09-2022 04:40:30.000.002.6                     13.4217                    -8.60617                    -5.97788
08-09-2022 04:41:29.999.999.1                     12.4718                    -8.27260                    -7.87674
08-09-2022 04:42:29.999.995.5                     11.0062                    -9.70173                    -7.26642
08-09-2022 04:43:30.000.002.0                     11.2672                    -9.78794                    -6.26162
08-09-2022 04:44:29.999.998.4                     11.1735                    -9.72719                    -6.69764
08-09-2022 04:45:30.000.004.9                     9.57759                    -10.6606                    -7.52398
08-09-2022 04:46:30.000.001.3                     9.36916                    -11.4104                    -6.90946
08-09-2022 04:47:29.999.997.7                     10.7835                    -10.5799                    -6.50086
08-09-2022 04:48:30.000.004.2                     11.0931                    -10.0043                    -6.49302
08-09-2022 04:49:30.000.000.6                     10.8555                    -10.9035                    -6.44328
08-09-2022 04:50:29.999.997.0                     9.81183                    -11.3051                    -7.21130
08-09-2022 04:51:30.000.003.5                     9.91326                    -11.7780                    -6.65075
08-09-2022 04:52:30.000.000.0                     15.6264                    -5.72896                    -2.73844
08-09-2022 04:53:29.999.996.4                     14.9317                    -6.47770                    -3.51924
08-09-2022 04:54:30.000.002.9                     14.9334                    -6.35372                    -3.78099
08-09-2022 04:55:29.999.999.3                     15.0375                    -5.70883                    -2.37580
08-09-2022 04:56:29.999.995.7                     13.9942                    -8.28963                    -1.50580
08-09-2022 04:57:30.000.002.2                     14.1215                    -8.28041                    -1.24981
08-09-2022 04:58:29.999.998.6                     13.8637                    -8.22826                    -3.07537
08-09-2022 04:59:29.999.995.0                     13.9069                    -8.41089                   -0.156366
08-09-2022 05:00:30.000.001.5                     13.5970                    -4.74956                    -6.86570
08-09-2022 05:01:29.999.997.9                     12.9343                    -9.17791                    -1.58492
08-09-2022 05:02:30.000.004.4                     13.8292                    -7.55211                    -2.82640
08-09-2022 05:03:30.000.000.8                     13.5891                    -8.22126                    -1.78992
08-09-2022 05:04:29.999.997.3                     14.0656                    -7.48859                    -2.30343
08-09-2022 05:05:30.000.003.7                     14.3841                    -6.36231                    -2.16793
08-09-2022 05:06:30.000.000.2                     15.1590                    -5.44484                    -1.13602
08-09-2022 05:07:29.999.996.6                     13.4794                    -6.18786                    -5.69441
08-09-2022 05:08:30.000.003.1                     13.9718                    -6.37727                    -2.83313
08-09-2022 05:09:29.999.999.5                     13.3165                    -6.41547                    -3.03540
08-09-2022 05:10:29.999.995.9                     14.1999                    -4.17817                    -1.67629
08-09-2022 05:11:30.000.002.4                     13.4269                    -3.27384                    -5.14385
08-09-2022 05:12:29.999.998.8                     13.8037                    -4.20058                    -2.46966
08-09-2022 05:13:29.999.995.3                     13.6512                    -3.58189                    -3.39690
08-09-2022 05:14:30.000.001.7                     14.1648                    -3.04652                    -3.30449
08-09-2022 05:15:29.999.998.2                     14.1731                    -2.70743                    -3.95984
08-09-2022 05:16:30.000.004.6                     14.2980                    -2.83329                    -3.33372
08-09-2022 05:17:30.000.001.1                     13.9566                    -3.39842                    -3.89019
08-09-2022 05:18:29.999.997.5                     12.9440                    -5.22990                    -5.28135
08-09-2022 05:19:30.000.004.0                     11.7813                    -5.35471                    -7.44684
08-09-2022 05:20:30.000.000.4                     13.2114                    -4.20911                    -4.89893
08-09-2022 05:21:29.999.996.8                     12.9294                    -5.67535                    -3.14863
08-09-2022 05:22:30.000.003.3                     13.5452                    -6.16193                    0.670398
08-09-2022 05:23:29.999.999.7                     13.7582                    -4.37499                     4.51156
08-09-2022 05:24:29.999.996.2                     13.0371                    -6.51741                     1.02926
08-09-2022 05:25:30.000.002.6                     12.0120                    -6.85086                    -5.01545
08-09-2022 05:26:29.999.999.1                     10.3774                    -6.47564                    -7.68968
08-09-2022 05:27:29.999.995.5                     9.46854                    -5.70607                    -9.49737
08-09-2022 05:28:30.000.002.0                     10.5806                    -5.32552                    -8.42592
08-09-2022 05:29:29.999.998.4                     12.0908                    -4.53168                    -5.88735
08-09-2022 05:30:30.000.004.9                     2.27199                    -2.90677                    -12.6289
08-09-2022 05:31:30.000.001.3                     2.39736                    -4.57058                    -11.8564
08-09-2022 05:32:29.999.997.7                     2.52122                    -3.78997                    -12.1836
08-09-2022 05:33:30.000.004.2                     1.17065                    -4.50382                    -12.6813
08-09-2022 05:34:30.000.000.6                    0.541530                    -4.74034                    -12.8726
08-09-2022 05:35:29.999.997.0                     1.00345                    -5.07201                    -12.7576
08-09-2022 05:36:30.000.003.5                    0.189145                    -4.54628                    -12.5511
08-09-2022 05:37:29.999.999.9                    0.481219                    -4.34161                    -12.4668
08-09-2022 05:38:29.999.996.4                    0.694826                    -4.81111                    -12.0240
08-09-2022 05:39:30.000.002.9                   -0.189967                    -6.16723                    -11.5330
08-09-2022 05:40:29.999.999.3                   -0.754722                    -5.30409                    -11.7096
08-09-2022 05:41:29.999.995.7                   -0.277886                    -5.53516                    -11.5165
08-09-2022 05:42:30.000.002.2                    0.803536                    -5.47182                    -11.7626
08-09-2022 05:43:29.999.998.6                    0.934072                    -5.27923                    -11.7363
08-09-2022 05:44:29.999.995.0                    0.176803                    -4.60701                    -11.9133
08-09-2022 05:45:30.000.001.5                   -0.689998                    -4.36112                    -11.9838
08-09-2022 05:46:29.999.997.9                   -0.667144                    -4.51142                    -12.0011
08-09-2022 05:47:30.000.004.4                   -0.545929                    -4.42473                    -12.4139
08-09-2022 05:48:30.000.000.8                   -0.598981                    -2.86390                    -12.6499
08-09-2022 05:49:29.999.997.3                    -1.72502                    -3.59937                    -12.4372
08-09-2022 05:50:30.000.003.7                     2.56173                    -3.56855                    -12.0440
08-09-2022 05:51:30.000.000.2                     6.73392                    -4.94758                    -11.9178
08-09-2022 05:52:29.999.996.6                     5.61551                    -4.74930                    -12.5576
08-09-2022 05:53:30.000.003.1                     9.11114                    -4.08344                    -10.9386
08-09-2022 05:54:29.999.999.5                     8.53014                    -4.35330                    -11.1509
08-09-2022 05:55:29.999.995.9                     10.1546                    -4.89211                    -9.44641
08-09-2022 05:56:30.000.002.4                     9.80617                    -5.14454                    -9.79057
08-09-2022 05:57:29.999.998.8                     9.75449                    -4.50733                    -9.95604
08-09-2022 05:58:29.999.995.3                     10.1843                    -4.42237                    -9.50434
08-09-2022 05:59:30.000.001.7                     10.0396                    -3.90220                    -9.83186
08-09-2022 06:00:29.999.998.2                     10.3648                    -3.79036                    -9.57366
08-09-2022 06:01:30.000.004.6                     9.96943                    -4.24251                    -9.51426
08-09-2022 06:02:30.000.001.1                     10.1016                    -4.40794                    -9.17040
08-09-2022 06:03:29.999.997.5                     9.69235                    -4.41061                    -9.44000
08-09-2022 06:04:30.000.004.0                     8.98018                    -4.16053                    -10.4920
08-09-2022 06:05:30.000.000.4                     9.47586                    -5.01433                    -9.57822
08-09-2022 06:06:29.999.996.8                     8.76841                    -4.54430                    -10.5496
08-09-2022 06:07:30.000.003.3                     8.64423                    -4.43819                    -10.5139
08-09-2022 06:08:29.999.999.7                     8.78152                    -4.79630                    -10.1342
08-09-2022 06:09:29.999.996.2                     8.68906                    -4.13367                    -10.5288
08-09-2022 06:10:30.000.002.6                     8.86224                    -4.63649                    -10.0472
08-09-2022 06:11:29.999.999.1                     8.57963                    -3.93938                    -10.5892
08-09-2022 06:12:29.999.995.5                     9.20387                    -4.29794                    -9.79466
08-09-2022 06:13:30.000.002.0                     9.52814                    -5.07794                    -8.66730
08-09-2022 06:14:29.999.998.4                     8.20338                    -4.04474                    -9.89760
08-09-2022 06:15:30.000.004.9                     7.14078                    -3.34972                    -10.6997
08-09-2022 06:16:30.000.001.3                     5.64792                    -3.09113                    -11.1836
08-09-2022 06:17:29.999.997.7                     7.43508                    -2.96235                    -10.1069
08-09-2022 06:18:30.000.004.2                     7.85900                    -2.49064                    -10.3188
08-09-2022 06:19:30.000.000.6                     9.43808                    -3.93564                    -8.70425
08-09-2022 06:20:29.999.997.0                     9.78525                    -3.48747                    -8.59080
08-09-2022 06:21:30.000.003.5                     9.71349                    -3.78679                    -8.49334
08-09-2022 06:22:30.000.000.0                     10.0390                    -3.82185                    -8.11516
08-09-2022 06:23:29.999.996.4                     9.91450                    -3.82264                    -8.43735
08-09-2022 06:24:30.000.002.9                     4.49836                  -0.0874741                    -12.5586
08-09-2022 06:25:29.999.999.3                     4.68943                   -0.967499                    -12.6293
08-09-2022 06:26:29.999.995.7                   0.0489524                     2.09765                    -13.2161
08-09-2022 06:27:30.000.002.2                     2.40093                    0.890957                    -12.1870
08-09-2022 06:28:29.999.998.6                     2.96247                     1.41865                    -12.8046
08-09-2022 06:29:29.999.995.0                     5.25440                     1.75792                    -12.0547
08-09-2022 06:30:30.000.001.5                     8.90094                    -3.25284                    -10.2687
08-09-2022 06:31:29.999.997.9                     11.3824                    -5.77922                    -5.74665
08-09-2022 06:32:30.000.004.4                     11.9155                    -6.17778                     2.57065
08-09-2022 06:33:30.000.000.8                     12.3252                    -4.75748                    0.711207
08-09-2022 06:34:29.999.997.3                     12.2122                    -4.79380                    0.370687
08-09-2022 06:35:30.000.003.7                     12.1616                    -4.42949                   -0.752666
08-09-2022 06:36:30.000.000.2                     10.9672                    -4.12613                    -4.40845
08-09-2022 06:37:29.999.996.6                     10.8077                    -4.35779                    -4.98714
08-09-2022 06:38:30.000.003.1                     10.1251                    -3.23690                    -6.40350
08-09-2022 06:39:29.999.999.5                     9.21144                    -2.03622                    -7.95904
08-09-2022 06:40:29.999.995.9                     8.07656                    -1.52001                    -8.33523
08-09-2022 06:41:30.000.002.4                     7.70464                   -0.546347                    -8.69647
08-09-2022 06:42:29.999.998.8                     6.38329                    -6.70367                    0.798043
08-09-2022 06:43:29.999.995.3                     6.83644                    -7.12310                     1.18687
08-09-2022 06:44:30.000.001.7                     7.63264                    -6.03215                   -0.870538
08-09-2022 06:45:29.999.998.2                     7.28271                    -6.09291                   -0.332121
08-09-2022 06:46:30.000.004.6                     7.05522                    -6.28373                    -1.70427
08-09-2022 06:47:30.000.001.1                     7.53491                    -4.75349                    -3.23232
08-09-2022 06:48:29.999.997.5                     7.44206                    -4.82946                   -0.684574
08-09-2022 06:49:30.000.004.0                     6.77872                    -4.89494                    -3.44868
08-09-2022 06:50:30.000.000.4                     6.69365                    -4.43525                    -4.20510
08-09-2022 06:51:29.999.996.8                     6.99960                    -3.10868                    -4.21438
08-09-2022 06:52:30.000.003.3                     5.57023                    -1.77160                    -6.76649
08-09-2022 06:53:29.999.999.7                     5.84598                    -2.94395                    -5.62576
08-09-2022 06:54:29.999.996.2                     6.02843                    -2.05964                    -6.23432
08-09-2022 06:55:30.000.002.6                     7.65652                    -4.17130                    -5.88234
08-09-2022 06:56:29.999.999.1                     6.89316                    -4.86523                    -4.88734
08-09-2022 06:57:29.999.995.5                     5.30632                    -3.47649                    -6.27800
08-09-2022 06:58:30.000.002.0                     4.27658                    -2.74020                    -7.18351
08-09-2022 06:59:29.999.998.4                     2.88722                    -4.37071                    -6.76591
08-09-2022 07:00:30.000.004.9                     1.53074                    -4.22915                    -8.20248
08-09-2022 07:01:30.000.001.3                   -0.800999                    -1.52931                    -9.64529
08-09-2022 07:02:29.999.997.7                     3.00992                    -3.28260                    -8.39706
08-09-2022 07:03:30.000.004.2                     3.03676                    -2.36492                    -7.55177
08-09-2022 07:04:30.000.000.6                   -0.643365                    -1.43428                    -8.51743
08-09-2022 07:05:29.999.997.0                     5.90492                    -3.13787                    -6.33861
08-09-2022 07:06:30.000.003.5                     4.99346                    -1.33061                    -6.80910
08-09-2022 07:07:29.999.999.9                     3.96109                   -0.665704                    -7.44969
08-09-2022 07:08:29.999.996.4                     2.39564                    -1.08867                    -8.07552
08-09-2022 07:09:30.000.002.9                     3.43876                    -2.66122                    -7.23285
08-09-2022 07:10:29.999.999.3                     4.02385                    -2.59664                    -6.81612
08-09-2022 07:11:29.999.995.7                     2.39303                    -4.00275                    -8.23199
08-09-2022 07:12:30.000.002.2                     3.11682                    -3.59130                    -8.27265
08-09-2022 07:13:29.999.998.6                     2.13336                    -2.35431                    -9.01612
08-09-2022 07:14:29.999.995.0                   -0.906073                    -1.43519                    -10.1393
08-09-2022 07:15:30.000.001.5                    -1.82841                    -1.66616                    -10.2905
08-09-2022 07:16:29.999.997.9                    -2.32565                   -0.911108                    -10.0807
08-09-2022 07:17:30.000.004.4                    -1.41730                    -2.35668                    -10.1653
08-09-2022 07:18:30.000.000.8                    -3.36146                    0.322382                    -9.85760
08-09-2022 07:19:29.999.997.3                    -4.07637                    0.904882                    -9.09539
08-09-2022 07:20:30.000.003.7                    -3.15635                -0.000143122                    -9.80995
08-09-2022 07:21:30.000.000.2                    -5.54610                     1.87321                    -7.68765
08-09-2022 07:22:29.999.996.6                    -7.79510                     3.58399                    -4.87206
08-09-2022 07:23:30.000.003.1                    -8.78082                     4.16929                    -3.95017
08-09-2022 07:24:29.999.999.5                    -8.75768                     4.63725                    -3.74151
08-09-2022 07:25:29.999.995.9                    -7.30017                     1.41478                    -6.88133
08-09-2022 07:26:30.000.002.4                    -6.70096                     2.47160                    -6.63870
08-09-2022 07:27:29.999.998.8                    -6.26537                     2.40484                    -6.99192
08-09-2022 07:28:29.999.995.3                    -6.92580                     1.78216                    -6.66325
08-09-2022 07:29:30.000.001.7                    -6.11127                     2.21685                    -7.15833
08-09-2022 07:30:29.999.998.2                    -4.91744                     2.80866                    -7.36057
08-09-2022 07:31:30.000.004.6                    -5.11403                     3.62810                    -7.27365
08-09-2022 07:32:30.000.001.1                    -5.38375                     4.01975                    -7.04737
08-09-2022 07:33:29.999.997.5                    -6.98346                     2.70147                    -7.00043
08-09-2022 07:34:30.000.004.0                    -6.73720                     1.44821                    -7.50941
08-09-2022 07:35:30.000.000.4                    -5.72337                    0.946624                    -8.30201
08-09-2022 07:36:29.999.996.8                    -5.44593                     2.19681                    -8.04301
08-09-2022 07:37:30.000.003.3                    -6.06844                     2.15658                    -7.39177
08-09-2022 07:38:29.999.999.7                    -7.24917                     3.40900                    -4.69405
08-09-2022 07:39:29.999.996.2                    -6.96405                     4.39263                    -4.32511
08-09-2022 07:40:30.000.002.6                    -7.31380                     2.53389                    -5.20752
08-09-2022 07:41:29.999.999.1                    -6.43728                     2.16060                    -6.65206
08-09-2022 07:42:29.999.995.5                    -6.71464                     2.75404                    -5.41175
08-09-2022 07:43:30.000.002.0                    -7.60526                     3.72991                    -4.43657
08-09-2022 07:44:29.999.998.4                    -6.24709                     2.37140                    -6.29883
08-09-2022 07:45:30.000.004.9                    -6.46098                     3.48917                    -5.31860
08-09-2022 07:46:30.000.001.3                    -5.86024                     5.01121                    -5.10890
08-09-2022 07:47:29.999.997.7                    -6.15406                     3.67999                    -5.85765
08-09-2022 07:48:30.000.004.2                    -6.29283                     3.84345                    -5.92255
08-09-2022 07:49:30.000.000.6                    -7.67441                     4.03835                    -3.98089
08-09-2022 07:50:29.999.997.0                    -7.02736                     3.95560                    -4.83596
08-09-2022 07:51:30.000.003.5                    -7.11157                     4.61070                    -4.40818
08-09-2022 07:52:29.999.999.9                    -5.54418                     6.07275                    -4.67273
08-09-2022 07:53:29.999.996.4                    -7.23152                     4.05973                    -4.61720
08-09-2022 07:54:30.000.002.9                    -7.27297                     4.18548                    -4.40417
08-09-2022 07:55:29.999.999.3                    -6.99174                     4.17311                    -5.22194
08-09-2022 07:56:29.999.995.7                    -6.94086                     3.49123                    -5.24883
08-09-2022 07:57:30.000.002.2                    -7.75104                     1.98085                    -5.01507
08-09-2022 07:58:29.999.998.6                    -7.73545                     4.13729                    -3.64376
08-09-2022 07:59:29.999.995.0                    -7.95905                     3.94593                    -3.55270
08-09-2022 08:00:30.000.001.5                    -7.82927                     3.86385                    -3.98900
08-09-2022 08:01:29.999.997.9                    -7.88494                     4.00327                    -3.97931
08-09-2022 08:02:30.000.004.4                    -7.33693                     4.46994                    -4.23448
08-09-2022 08:03:30.000.000.8                    -7.38873                     4.23030                    -4.29019
08-09-2022 08:04:29.999.997.3                    -7.91863                     3.55170                    -3.64290
08-09-2022 08:05:30.000.003.7                    -7.52819                     4.18763                    -3.80205
08-09-2022 08:06:30.000.000.2                    -8.28083                     3.11765                    -3.13962
08-09-2022 08:07:29.999.996.6                    -8.07439                     3.04785                    -3.32772
08-09-2022 08:08:30.000.003.1                    -8.77557                     2.01094                    -2.72552
08-09-2022 08:09:29.999.999.5                    -8.80142                     2.17058                    -3.02427
08-09-2022 08:10:29.999.995.9                    -8.55653                     1.82307                    -2.58722
08-09-2022 08:11:30.000.002.4                    -7.52767                     3.78167                    -3.59929
08-09-2022 08:12:29.999.998.8                    -6.38875                     4.53026                    -4.86110
08-09-2022 08:13:29.999.995.3                    -6.89575                     3.80014                    -4.33598
08-09-2022 08:14:30.000.001.7                    -7.31471                     2.65793                    -4.50067
08-09-2022 08:15:29.999.998.2                    -6.47750                     4.32611                    -4.18614
08-09-2022 08:16:30.000.004.6                    -7.23170                     4.02640                    -3.43305
08-09-2022 08:17:30.000.001.1                    -7.49590                     3.30053                    -4.15830
08-09-2022 08:18:29.999.997.5                    -7.48335                     2.80283                    -4.17913
08-09-2022 08:19:30.000.004.0                    -7.15636                     2.98054                    -4.18974
08-09-2022 08:20:30.000.000.4                    -6.88826                     2.76506                    -4.01342
08-09-2022 08:21:29.999.996.8                    -7.39213                     3.01704                    -3.35693
08-09-2022 08:22:30.000.003.3                    -6.92194                     3.64056                    -3.58120
08-09-2022 08:23:29.999.999.7                    -7.02001                     3.52207                    -3.84473
08-09-2022 08:24:29.999.996.2                    -6.81459                     3.19829                    -4.27910
08-09-2022 08:25:30.000.002.6                    -6.96959                     3.99237                    -4.34198
08-09-2022 08:26:29.999.999.1                    -7.36606                     3.05662                    -4.65337
08-09-2022 08:27:29.999.995.5                    -7.35173                     3.74204                    -4.75609
08-09-2022 08:28:30.000.002.0                    -7.15785                     2.98780                    -5.41290
08-09-2022 08:29:29.999.998.4                    -7.06805                     2.68395                    -4.76020
08-09-2022 08:30:30.000.004.9                    -5.92465                     2.31334                    -4.17854
08-09-2022 08:31:30.000.001.3                    -5.82465                   -0.562574                    -4.63687
08-09-2022 08:32:29.999.997.7                    -5.98762                    0.923239                    -4.77130
08-09-2022 08:33:30.000.004.2                    -2.33758                    -6.80417                    -2.18617
08-09-2022 08:34:30.000.000.6                    -1.08273                    -5.07994                    -3.82870
08-09-2022 08:35:29.999.997.0                    -1.42751                    0.790515                    -6.09425
08-09-2022 08:36:30.000.003.5                    -4.41089                    -2.07451                    -4.35478
08-09-2022 08:37:30.000.000.0                    -3.87803                     1.16840                    -4.44408
08-09-2022 08:38:29.999.996.4                    -3.62153                    0.336263                    -2.89771
08-09-2022 08:39:30.000.002.9                    -1.08928                     3.82356                    -1.02021
08-09-2022 08:40:29.999.999.3                    0.778514                     4.70096                     1.93094
08-09-2022 08:41:29.999.995.7                    0.495514                     5.12700                     1.59719
08-09-2022 08:42:30.000.002.2                    0.616937                     4.80332                     1.87826
08-09-2022 08:43:29.999.998.6                    -4.32854                     5.28447                   -0.644064
08-09-2022 08:44:29.999.995.0                    -8.44884                    0.963638                    -5.37004
08-09-2022 08:45:30.000.001.5                    -8.89159                   -0.739527                    -4.87490
08-09-2022 08:46:29.999.997.9                    -8.59062                     1.08205                    -4.98854
08-09-2022 08:47:30.000.004.4                    -6.60348                     3.13141                    -6.32263
08-09-2022 08:48:30.000.000.8                    -7.23077                    -1.29930                    -5.85864
08-09-2022 08:49:29.999.997.3                    -8.62358                    0.900898                    -4.24156
08-09-2022 08:50:30.000.003.7                    -8.96483                     1.46927                    -3.75901
08-09-2022 08:51:30.000.000.2                    -9.22122                    0.303474                    -3.21210
08-09-2022 08:52:29.999.996.6                    -8.71822                   -0.609783                    -4.01178
08-09-2022 08:53:30.000.003.1                    -8.83985                   -0.483160                    -3.94016
08-09-2022 08:54:29.999.999.5                    -9.03259                   -0.311708                    -3.98460
08-09-2022 08:55:29.999.995.9                    -8.55653                   -0.416900                    -5.17673
08-09-2022 08:56:30.000.002.4                    -9.17402                   -0.758772                    -3.85771
08-09-2022 08:57:29.999.998.8                    -8.83668                    -1.09688                    -4.08570
08-09-2022 08:58:29.999.995.3                    -8.89068                   -0.898090                    -4.27325
08-09-2022 08:59:30.000.001.7                    -8.24779                   -0.374291                    -5.32180
08-09-2022 09:00:29.999.998.2                    -8.49680                    0.226820                    -4.91913
08-09-2022 09:01:30.000.004.6                    -7.96768                     1.87532                    -5.40628
08-09-2022 09:02:30.000.001.1                    -8.76899                     1.39030                    -4.05108
08-09-2022 09:03:29.999.997.5                    -9.00697                     2.35580                    -2.78765
08-09-2022 09:04:30.000.004.0                    -8.18122                    0.660270                    -5.10807
08-09-2022 09:05:30.000.000.4                    -7.56294                     1.22137                    -6.03108
08-09-2022 09:06:29.999.996.8                    -7.90446                   0.0834323                    -5.67924
08-09-2022 09:07:30.000.003.3                    -7.40395                    -1.38854                    -5.98103
08-09-2022 09:08:29.999.999.7                    -7.71481                   -0.273077                    -5.91351
08-09-2022 09:09:29.999.996.2                    -8.26488                    0.868449                    -5.21095
08-09-2022 09:10:30.000.002.6                    -8.37288                    -1.51416                    -4.83263
08-09-2022 09:11:29.999.999.1                    -7.37556                    -3.59685                    -5.24281
08-09-2022 09:12:29.999.995.5                    -8.30005                     4.76006                    -2.09291
08-09-2022 09:13:30.000.002.0                    -8.64170                     3.84102                    -2.61593
08-09-2022 09:14:29.999.998.4                    -8.55536                     3.80674                    -2.65017
08-09-2022 09:15:30.000.004.9                    -8.36945                     3.89559                    -3.22525
08-09-2022 09:16:30.000.001.3                    -8.46168                     2.33101                    -4.09203
08-09-2022 09:17:29.999.997.7                    -8.54516                     1.79624                    -4.76022
